train_acc,train_loss,val_acc,val_loss
0.038315789473684206,4.328219,0.0604,4.132586
0.06602105263157897,4.0377913,0.0872,3.8976824
0.08334736842105264,3.9040961,0.0944,3.9457526
0.10120000000000001,3.7971542,0.11399999999999999,3.6680448
0.1204,3.6867054,0.12560000000000002,3.5925834
0.13669473684210529,3.5900333,0.1484,3.503501
0.15395789473684213,3.4976852,0.1404,3.5698044
0.1672842105263158,3.407006,0.166,3.394224
0.1845684210526316,3.3170435,0.19079999999999997,3.326717
0.19576842105263156,3.2412672,0.1936,3.2566812
0.2156,3.1485572,0.22279999999999997,3.0936112
0.22722105263157896,3.0803423,0.23240000000000002,3.0455222
0.24309473684210525,3.0022414,0.252,2.954184
0.25894736842105265,2.918146,0.24919999999999998,2.9826417
0.27277894736842107,2.845437,0.27,2.8327057
0.28362105263157894,2.7833447,0.2932,2.755204
0.2932842105263158,2.72313,0.3128,2.6615624
0.30722105263157895,2.6583753,0.3036,2.7097487
0.3195789473684211,2.6027207,0.3176,2.636164
0.3256631578947368,2.5563538,0.3128,2.6714387
0.339178947368421,2.5032015,0.3328,2.5492592
0.3488421052631579,2.4531302,0.342,2.573884
0.35452631578947363,2.4219544,0.34840000000000004,2.4911218
0.3665894736842105,2.3699064,0.35840000000000005,2.483929
0.37709473684210526,2.333197,0.37079999999999996,2.3830018
0.3859578947368421,2.2920816,0.3743999999999999,2.357763
0.39126315789473687,2.259561,0.3836,2.3090165
0.39875789473684214,2.2255554,0.38160000000000005,2.3369524
0.40562105263157894,2.199642,0.39360000000000006,2.2871192
0.4149052631578948,2.1603622,0.402,2.2019815
0.42195789473684214,2.1304414,0.3932,2.2516909
0.42528421052631576,2.1035352,0.4036,2.217596
0.4346526315789474,2.0674307,0.418,2.196035
0.44252631578947366,2.0354369,0.41519999999999996,2.1838105
0.4472421052631579,2.01285,0.41240000000000004,2.1701856
0.45324210526315795,1.9922129,0.41839999999999994,2.1614752
0.4583157894736842,1.9703169,0.4412,2.0951235
0.46515789473684216,1.9389322,0.4296,2.109749
0.47166315789473684,1.9173326,0.44079999999999997,2.0658746
0.4766105263157895,1.885064,0.4288,2.1081378
0.4801473684210526,1.8692011,0.4548,2.0439925
0.48661052631578944,1.8488725,0.4444000000000001,2.0422518
0.4890526315789474,1.8276354,0.4476,2.0275505
0.49290526315789474,1.8202971,0.4407999999999999,2.0191207
0.4976421052631579,1.7996649,0.46080000000000004,1.997835
0.5046526315789474,1.7686002,0.45919999999999994,1.9692439
0.5102526315789474,1.7483435,0.45520000000000005,1.97787
0.5132,1.7419534,0.45559999999999995,1.9518176
0.516,1.7186315,0.47600000000000003,1.904131
0.522378947368421,1.6940215,0.4696,1.931026
0.5238315789473684,1.6903096,0.4656,1.9361044
0.5292631578947368,1.6619365,0.47480000000000006,1.9193188
0.5353473684210526,1.639631,0.46879999999999994,1.9478084
0.5389684210526315,1.6214527,0.4684,1.9190181
0.5387578947368421,1.6227514,0.4936,1.8768976
0.5453684210526316,1.6038359,0.478,1.9188013
0.5502105263157895,1.5801324,0.4831999999999999,1.9008654
0.553178947368421,1.5693113,0.47839999999999994,1.8918756
0.5579368421052631,1.5530528,0.4844,1.9003934
0.5602315789473684,1.5348244,0.494,1.872189
0.5643578947368422,1.5226904,0.4876,1.8874545
0.5656631578947369,1.51124,0.49040000000000006,1.8547136
0.5660000000000001,1.4998373,0.48560000000000003,1.8838937
0.5761473684210526,1.4754796,0.4844,1.8863587
0.5770736842105263,1.4663296,0.49920000000000003,1.8715383
0.5816421052631578,1.447147,0.48480000000000006,1.881911
0.5834736842105263,1.441627,0.49639999999999995,1.8581061
0.5857473684210527,1.4302565,0.49439999999999995,1.897535
0.5919368421052632,1.4182843,0.5044,1.8645841
0.5934736842105263,1.4057134,0.49639999999999995,1.8547652
0.5929894736842104,1.3938979,0.5064,1.8487936
0.5971157894736842,1.3848119,0.5016,1.8534509
0.599642105263158,1.3761313,0.5115999999999999,1.8553892
0.604757894736842,1.3613727,0.5092,1.8540024
0.6057052631578947,1.360395,0.512,1.8292913
0.6086736842105264,1.342966,0.5132,1.8433386
0.6116421052631579,1.3281924,0.5056,1.8638153
0.6126736842105263,1.3214645,0.5128,1.8525358
0.6138947368421053,1.3191283,0.5116,1.8463559
0.618778947368421,1.3084307,0.5147999999999999,1.8505822
0.6201263157894736,1.3001544,0.5167999999999999,1.8641732
0.6238526315789473,1.2843691,0.5052,1.861028
0.6238947368421053,1.2871736,0.5147999999999999,1.8544284
0.6284000000000001,1.2693703,0.508,1.8774279
0.6268631578947368,1.2714666,0.5136,1.8531125
0.6302315789473685,1.2645962,0.5112000000000001,1.8640057
0.6330736842105263,1.2516526,0.508,1.8466986
0.6312210526315789,1.2539482,0.508,1.8524697
0.6350315789473684,1.244739,0.5132000000000001,1.8524349
0.6393684210526316,1.2434403,0.5224000000000001,1.8339859
0.6347578947368421,1.2428942,0.5152,1.8461245
0.6373263157894737,1.2356108,0.514,1.8524541
0.6380842105263157,1.2294654,0.5136,1.8386443
0.6368421052631579,1.2331753,0.5164,1.8470237
0.6372631578947369,1.2338654,0.5204,1.8477474
0.6411368421052632,1.2266762,0.5132,1.8499161
0.6399157894736843,1.223366,0.518,1.8538184
0.6410105263157895,1.2206736,0.5164000000000001,1.8518524
0.6408842105263157,1.2202811,0.5176,1.8495833
0.6417473684210526,1.2196652,0.5184000000000001,1.851406
