train_acc,train_loss,val_acc,val_loss
0.02128421052631579,4.4545407,0.0348,4.6354604
0.04827368421052632,4.1597996,0.054000000000000006,4.117168
0.06254736842105263,4.04279,0.06720000000000001,4.0623436
0.07578947368421053,3.967456,0.07400000000000001,3.9566157
0.08797894736842105,3.8963926,0.09440000000000001,3.8118927
0.09717894736842107,3.8246102,0.1116,3.8096542
0.10717894736842108,3.760478,0.12719999999999998,3.674151
0.1187157894736842,3.6986518,0.12160000000000001,3.7176168
0.1276,3.635814,0.14200000000000002,3.5590808
0.13749473684210528,3.578734,0.1516,3.4751916
0.1466736842105263,3.5264733,0.156,3.504605
0.15610526315789475,3.481415,0.1684,3.4415014
0.16614736842105263,3.4320803,0.15439999999999998,3.5334296
0.17494736842105263,3.379505,0.17319999999999997,3.3684585
0.18406315789473685,3.3348281,0.18080000000000002,3.2747695
0.18903157894736844,3.2926211,0.198,3.2551117
0.19953684210526315,3.2487984,0.2008,3.262282
0.20867368421052632,3.2148216,0.212,3.1907449
0.21275789473684212,3.1779232,0.21479999999999996,3.177866
0.22025263157894737,3.1420052,0.22240000000000001,3.1635644
0.22846315789473687,3.0982997,0.2364,3.1207287
0.2352,3.0557609,0.222,3.1556618
0.24277894736842107,3.0204446,0.23,3.0731626
0.25073684210526315,2.9741237,0.25120000000000003,2.9699955
0.25960000000000005,2.9355671,0.26680000000000004,2.9204879
0.2676,2.9020014,0.2728,2.8997593
0.2732631578947369,2.8635542,0.2696,2.9219623
0.2792421052631579,2.8253655,0.2908,2.7777383
0.28677894736842113,2.7939088,0.2796,2.8335218
0.29387368421052634,2.7556698,0.2768,2.8541918
0.29951578947368424,2.724854,0.2916,2.760684
0.30995789473684215,2.6812572,0.28400000000000003,2.795231
0.3160421052631579,2.6546264,0.30079999999999996,2.7070806
0.32101052631578947,2.6190143,0.302,2.7043366
0.32433684210526315,2.5941186,0.31520000000000004,2.7168827
0.3300631578947369,2.5779235,0.3112,2.6933856
0.3355157894736842,2.5486426,0.32400000000000007,2.5916007
0.3399157894736842,2.5173285,0.33279999999999993,2.6023886
0.34612631578947367,2.492482,0.3372,2.5656447
0.3522736842105263,2.4705515,0.3348,2.5694785
0.3581894736842105,2.4458177,0.3492,2.5442073
0.3621684210526316,2.4171124,0.3496000000000001,2.505191
0.3662105263157895,2.398985,0.33640000000000003,2.564793
0.3667157894736842,2.380905,0.3608,2.4781208
0.3728842105263158,2.364095,0.35239999999999994,2.5525987
0.37635789473684206,2.3440921,0.3464,2.5180943
0.37922105263157896,2.319777,0.3499999999999999,2.474368
0.38498947368421055,2.2981472,0.3644,2.4443958
0.39018947368421053,2.285556,0.37400000000000005,2.3847451
0.39463157894736844,2.2645266,0.3468,2.4946158
0.39513684210526323,2.2537634,0.364,2.4049282
0.4016842105263158,2.2371206,0.37479999999999997,2.411361
0.4067578947368421,2.2104692,0.3576,2.4952717
0.40795789473684213,2.1987364,0.3768,2.422577
0.4088,2.1923797,0.37239999999999995,2.3426807
0.4129052631578947,2.1776779,0.39,2.2914057
0.41738947368421053,2.1557596,0.39520000000000005,2.3047497
0.42170526315789475,2.1436641,0.39039999999999997,2.2908852
0.42858947368421063,2.124456,0.3868,2.3396013
0.42808421052631584,2.1145391,0.3940000000000001,2.3093739
0.43075789473684206,2.1049767,0.3827999999999999,2.3904307
0.4327368421052632,2.087342,0.4036,2.2989066
0.4345894736842105,2.0808406,0.3896,2.2798424
0.4369263157894737,2.065914,0.40399999999999997,2.2668712
0.4436842105263158,2.0514202,0.3884,2.292647
0.4453263157894737,2.0442839,0.3984,2.2592483
0.4474315789473684,2.0304284,0.3972,2.2493486
0.4511157894736842,2.0220435,0.40360000000000007,2.2570088
0.44991578947368416,2.0111818,0.4052,2.2248545
0.4546315789473684,1.9999446,0.41559999999999997,2.1948783
0.45448421052631577,1.9866958,0.41239999999999993,2.1971457
0.4578315789473685,1.9827063,0.4096,2.2035434
0.45983157894736837,1.9775977,0.412,2.2101197
0.4645263157894736,1.9623841,0.41480000000000006,2.201868
0.4654315789473685,1.9551061,0.42200000000000004,2.2188292
0.46701052631578943,1.945435,0.4116,2.208393
0.46705263157894733,1.9414494,0.42200000000000004,2.1711915
0.46978947368421053,1.9342794,0.41240000000000004,2.1864038
0.4726947368421053,1.9247204,0.41680000000000006,2.1971216
0.47035789473684214,1.9213462,0.41720000000000007,2.1822133
0.474421052631579,1.9170575,0.4264,2.1781385
0.47715789473684206,1.9044514,0.41800000000000004,2.1738496
0.4781052631578947,1.9062867,0.424,2.160295
0.4801684210526315,1.8916504,0.42719999999999997,2.1846464
0.4809052631578947,1.8873767,0.4164,2.1738331
0.48008421052631584,1.8824031,0.41759999999999997,2.163067
0.4832,1.8741263,0.4172,2.160211
0.4807157894736842,1.8840797,0.4228,2.1716952
0.48122105263157894,1.8723489,0.428,2.1619334
0.4834947368421053,1.8731226,0.4311999999999999,2.1521084
0.48050526315789477,1.8708261,0.42480000000000007,2.1545308
0.48600000000000004,1.8590317,0.4204,2.158972
0.4844631578947369,1.8573315,0.4231999999999999,2.1527686
0.4862105263157894,1.8571826,0.4256,2.1604562
0.4870526315789474,1.8544351,0.42840000000000006,2.1558726
0.48917894736842105,1.8478215,0.42160000000000003,2.1534433
0.4864631578947368,1.8510987,0.42639999999999995,2.153605
0.488378947368421,1.8497608,0.42200000000000004,2.158548
0.4890947368421053,1.8471777,0.42479999999999996,2.145405
0.4897473684210526,1.8496519,0.42800000000000005,2.1505218
